HeLa mRNA decay rates			
Gene	Rate	Error	Level
ETV6	-0.0027	0.32	185
EVL	-0.0023	0.23	332.9
EWSR1	-0.0012	0.07	1808.3
EXD2	0.0007	0.1	382.2
EXO1	0.0051	0.3	981.7
EXOC1	-0.002	0.11	1754.7
EXOC2	0	0.03	538.8
EXOC3	0.0011	0.24	3107.4
EXOC4	0.0004	0.11	325.9
EXOC5	-0.0011	0.11	1165.3
EXOC6	0.002	0.08	395.6
EXOC6B	-0.0017	0.07	221.4
EXOC7	-0.0003	0.19	445.5
EXOG	0.004	0.05	401.2
EXOSC1	-0.0002	0.09	1608
EXOSC10	-0.0015	0.46	1070.2
EXOSC2	0.0014	0.02	2741.4
EXOSC3	0.0051	0.03	846.3
EXOSC4	0.0042	0.06	2339.8
EXOSC5	-0.0002	0.08	3587.3
EXOSC7	0.0003	0.05	3266
EXOSC8	-0.0009	0.08	4572.7
EXOSC9	0.0004	0.07	2341.5
EXPH5	0.0022	0.21	124.5
EXT1	0.0036	0.1	166.6
EXT2	-0.0009	0.03	1620.5
EXTL2	-0.0011	0.08	1356.9
EXTL3	0.001	0.45	127.8
EYA3	-0.0016	0.08	293.3
EYA4	0.0025	0.22	846.5
EZH1	-0.0026	0.06	196.3
EZH2	-0.0011	0.04	834
F11R	-0.001	0.2	823.7
FA2H	0.0001	0.25	139.9
FABP3	-0.002	0.03	196.5
FABP5	-0.0028	0.16	5898.9
FADS1	-0.0021	0.02	3124.3
FADS2	-0.0005	0.29	241.3
FADS3	-0.0009	0.2	1298.2
FAF1	-0.0015	0.03	1108
FAF2	0.0017	0.2	1855.4
FAH	-0.0008	0.13	408.9
FAHD1	-0.0009	0.28	1723.8
FAHD2A	-0.001	0.15	735.2
FAIM	-0.0021	0.3	3967.3
FAIM3	-0.0026	0.04	135.1
FAM100B	0.0033	0.1	762.3
FAM101B	-0.0035	0.03	2436.2
FAM102B	-0.0004	0.07	3684
FAM104A	0.002	0.07	1801.7
FAM104B	-0.0013	0.03	355.3
FAM105A	-0.0006	0.01	1151.4
FAM105B	0.0032	0.1	977.6
FAM107B	0.0007	0.08	684.6
FAM108C1	0.0074	0.48	1026.4
FAM109B	0.0068	0.47	330.6
FAM110B	0.014	0.39	102.7
FAM110C	0.0095	0.44	530.5
FAM111A	0.0029	0.41	178.1
FAM113A	-0.0024	0.26	274.4
FAM114A1	0.0013	0.1	1003.7
FAM114A2	0.0006	0.24	503.6
FAM115A	-0.0035	0.29	303.2
FAM117B	0.0009	0.04	560.8
FAM118A	0.0061	0.34	154.9
FAM118B	0.0055	0.21	753.8
FAM119A	0.0002	0.27	767.9
FAM119B	0.0005	0.34	167.4
FAM120A	-0.0018	0.05	2493.7
FAM120AOS	-0.0005	0.29	1340.6
FAM120B	0.0011	0.31	288.9
FAM122B	-0.0059	0.24	947.6
FAM125A	-0.0019	0.18	1643.8
FAM126A	-0.001	0.28	593.4
FAM127A	-0.0007	0.07	3479.5
FAM127B	0.0003	0.1	1095.1
FAM128A	-0.0016	0.03	4695.1
FAM128B	-0.0025	0.03	5440.5
FAM129A	-0.0039	0.12	1667.7
FAM133A	0	0.03	2048
FAM134A	-0.0006	0.05	1804.8
FAM134C	0.001	0.1	1272
FAM136A	-0.0014	0.17	4253.5
FAM13A	0.0056	0.22	558.1
FAM13B	-0.0012	0.23	563.4
FAM149A	0.0018	0.43	168.4
FAM149B1	-0.0023	0.1	162.4
FAM158A	0.001	0.14	757
FAM159B	0.0004	0.02	1137.4
FAM160A2	0.0058	0.41	519.8
FAM160B1	0.0057	0.18	419.2
FAM161A	0.0025	0.22	234.7
FAM162A	-0.0015	0.2	5687.3
FAM164A	0.0041	0.26	254.5
FAM168B	0.0004	0.04	1184.2
FAM169A	-0.0005	0.34	180.1
FAM171B	-0.0015	0.27	139.2
FAM172A	-0.0016	0.22	265.2
FAM173A	-0.0012	0.15	674.1
FAM173B	-0.0022	0.33	1419.5
FAM174A	-0.0005	0.39	1616.1
FAM175A	-0.0039	0.16	286.3
FAM175B	0.0084	0.07	1403.6
FAM177A1	-0.0003	0.19	1980.4
FAM178A	0.0025	0.1	268.9
FAM20B	-0.0002	0.06	1513.6
FAM32A	0.0001	0.08	4343.7
FAM33A	-0.0033	0.11	3983.1
FAM36A	-0.0018	0.13	3341.2
FAM38A	-0.0013	0.42	414
FAM38B	-0.0026	0.18	542.1
FAM3A	-0.0027	0.14	520.6
FAM3C	-0.0009	0.44	219.3
FAM40A	0.0032	0.07	919.7
FAM40B	-0.0019	0.08	210.2
FAM45B	0.0007	0.04	949.8
FAM46A	0.0158	0.41	3105.5
FAM46B	0.014	0.39	282.5
FAM48A	0.0011	0.44	439.2
FAM49B	-0.0019	0.3	591
FAM50A	-0.0015	0.06	3924.9
FAM53C	0.0064	0.34	1229
FAM54A	0.0103	0.33	620.9
FAM54B	0.0006	0.12	1020.3
FAM55C	-0.0001	0.12	332.5
FAM57A	0.0031	0.05	1303.1
FAM58A	0.0016	0.08	2383.8
FAM59A	0.0062	0.27	106.9
FAM5C	0.0056	0.3	519.8
FAM60A	0.0093	0.03	2489.8
FAM64A	0.0009	0.13	2036.4
FAM65A	0.0004	0.32	464.3
FAM69A	0.003	0.14	528.1
FAM73B	0.0014	0.18	527.6
FAM76B	0.0053	0.15	425.4
FAM78A	0.0034	0.2	296.6
FAM81A	-0.0018	0.22	241.4
FAM82A2	0.0012	0.11	797.9
FAM82B	-0.0025	0.16	610.1
FAM83A	-0.0006	0.11	306.7
FAM83D	0.0072	0.1	5945.2
FAM83G	0.0042	0.43	218.3
FAM83H	0.0025	0.15	1516.5
FAM89B	-0.0019	0.25	653.7
FAM96A	-0.0025	0.12	8297.7
FAM96B	0.0001	0.11	5528.8
FAM98A	-0.0013	0.06	1566.9
FAM98B	-0.0018	0.04	2051.1
FAM98C	-0.0031	0.31	432.2
FANCA	-0.0004	0.1	194.7
FANCB	0.0009	0.17	298
FANCD2	-0.0018	0.11	588.2
FANCE	0.0038	0.31	682.8
FANCF	0.0134	0.45	277
FANCI	-0.002	0.12	2219
FANCL	-0.0012	0.17	2530.1
FANCM	0.004	0.11	148.3
FAR1	-0.0023	0.35	1412.1
FAR2	0.0011	0.22	628
FARP1	-0.0009	0.23	372.7
FARS2	0.0013	0.07	1058.9
FARSA	0.0017	0.1	2604.9
FARSB	0.0002	0.06	2046.9
FAS	0.0047	0.06	312.5
FASN	-0.0018	0.39	619.7
FASTK	-0.0012	0.19	568.5
FASTKD1	-0.0005	0.07	1981.8
FASTKD2	0.002	0.15	1421.9
FASTKD3	0.0044	0.24	4557.1
FAT1	-0.0014	0.17	430.6
FAU	-0.001	0.24	22666.3
FBF1	-0.0017	0.22	123.6
FBLIM1	0.0009	0.12	186.5
FBLN1	0.0003	0.11	435.8
FBLN5	0.0011	0.47	332.8
FBLN7	0	0.4	123.3
FBN1	-0.0006	0.26	2693.7
FBN2	-0.0042	0.19	135.2
FBRS	0.0019	0.16	123.3
FBRSL1	0.004	0.43	675.8
FBXL12	0.006	0.27	535.3
FBXL14	0.0109	0.45	374.2
FBXL15	0.0021	0.13	609.9
FBXL16	0.0029	0.15	345.7
FBXL2	-0.0012	0.33	218.4
FBXL20	0.0027	0.15	331.1
FBXL3	0.0039	0.15	1188.4
FBXL5	0.0096	0.13	949.9
FBXL6	-0.0011	0.4	321.7
FBXO11	-0.0015	0.02	707.1
FBXO16	0.0041	0.46	132.6
FBXO17	-0.0014	0.24	176.9
FBXO18	0.0017	0.4	705.3
FBXO2	0.0027	0.26	238
FBXO21	-0.0013	0.07	1309.1
FBXO22	-0.0005	0.06	1114.9
FBXO25	-0.0022	0.11	783
FBXO28	0.0039	0.18	1347.2
FBXO30	0.0137	0.43	1555.3
FBXO31	0.0067	0.49	386.9
FBXO33	0.0066	0.04	849.6
FBXO38	0.0046	0.45	736.2
FBXO4	0.0002	0.03	786.6
FBXO41	0.0004	0.32	124
FBXO42	0.0077	0.17	215.1
FBXO45	0.0032	0.22	860.7
FBXO46	0.0023	0.41	316.1
FBXO7	0.001	0.04	3129.2
FBXO8	0.0009	0.12	643.1
FBXO9	-0.0008	0.03	1614
FBXW11	0.0032	0.07	1266.1
FBXW2	0.0013	0.01	1062.5
FBXW5	-0.0004	0.25	1480.5
FBXW9	-0.001	0.22	299.9
FCHO2	-0.0008	0.12	1066.6
FCHSD2	0.0014	0.21	257.2
FDFT1	-0.0012	0.04	3942.9
FDPS	-0.0002	0.06	7305.2
FDX1	-0.0008	0.22	2355.1
FDXACB1	-0.0016	0.14	418.3
FECH	-0.0002	0.1	714.6
FEM1A	0.0062	0.3	584.1
FEM1B	0.0112	0.19	600.7
FEN1	-0.0004	0.11	6999.7
FER	0.0005	0.11	701
FERMT1	-0.0009	0.2	773.7
FEZ2	0.0006	0.01	1422.8
FGF12	-0.0007	0.18	136.5
FGFBP1	-0.0038	0.44	273.3
FGFR1	-0.0044	0.15	134.9
FGFR1OP	-0.0023	0.07	1004.5
FGFR1OP2	0.0006	0.04	638.5
FGFR3	0.0033	0.14	197.4
FGFRL1	0.0013	0.39	301
FH	-0.0016	0.04	5768.4
FHL1	-0.001	0.06	1775.3
FHL2	0.0028	0.04	6045.7
FHOD3	0.0024	0.18	118
FIBCD1	-0.0011	0.18	449.7
FIBP	-0.0003	0.14	4325.5
FIG4	-0.0003	0.05	760.4
FIGN	0.0069	0.11	120.9
FIGNL1	0.0045	0.05	1226.2
FIP1L1	0.0003	0.13	689.8
FIS1	-0.0016	0.08	1734.5
FITM2	0.0011	0.06	335.2
FIZ1	0.0015	0.45	256.6
FKBP11	-0.0028	0.03	2604.2
FKBP14	-0.0011	0.15	394
FKBP15	0.0012	0.11	391.3
FKBP1A	-0.001	0.09	927.1
FKBP2	0.0011	0.24	4029.1
FKBP3	-0.004	0.05	3145.2
FKBP4	-0.0022	0.12	1771.1
FKBP5	-0.0015	0.11	708.6
FKBP7	-0.0018	0.15	200.4
FKBP8	-0.0006	0.34	329.7
FKRP	0.0026	0.48	190
FKTN	0.0003	0.13	532.7
FLAD1	0.0012	0.13	1209.2
FLCN	0.0016	0.15	109.8
FLII	-0.0007	0.11	2356.7
FLNA	-0.0031	0.05	6551.8
FLNB	-0.0003	0.06	4564.1
FLNC	-0.0032	0.09	706.9
FLOT1	-0.0006	0.1	2255.3
FLOT2	-0.0013	0.03	562.2
FLRT2	0.0014	0.4	158.8
FLVCR1	0.0015	0.32	1027.7
FLVCR2	0.0012	0.17	212.9
FLYWCH1	0.0043	0.31	210.5
FLYWCH2	0.0011	0.38	309.3
FMN2	0.0052	0.2	320.9
FMNL2	-0.0025	0.28	839.7
FN1	-0.0025	0.21	903.4
FN3KRP	0.001	0.49	2698.3
FNBP1	0.0002	0.23	311
FNBP4	0.0031	0.13	916.5
FNDC3A	0.0023	0.07	1010.1
FNDC3B	0.0022	0.21	668.8
FNIP1	0.0004	0.25	189.4
FNIP2	0.0059	0.29	318.8
FNTA	0.0012	0.04	4031.8
FNTB	0	0.03	1218.8
FOLR1	-0.0002	0.07	12497.1
FOSL1	0.0084	0.49	270.9
FOSL2	0.0129	0.18	392.9
FOXE1	0.0049	0.14	320
FOXF1	0.0155	0.34	2645.6
FOXF2	0.013	0.14	2189.5
FOXJ2	0.0056	0.24	362.1
FOXJ3	0.0065	0.1	1426.9
FOXK1	-0.0019	0.36	288.8
FOXK2	0.0045	0.21	723.2
FOXL1	0.0071	0.06	175.5
FOXL2	0.0066	0.25	254.3
FOXM1	-0.0001	0.07	3794.2
FOXN2	0.0094	0.2	870.5
FOXN3	0.0023	0.05	504.1
FOXO1	0.01	0.27	137.1
FOXO3	0.0086	0.05	622.7
FOXP1	0.0017	0.05	544.6
FOXP4	-0.0031	0.47	164.4
FOXRED1	-0.0007	0.11	1095.9
FOXRED2	-0.0011	0.42	298.5
FPGS	-0.0004	0.27	1591.4
FRAT1	0.0094	0.48	212
FRAT2	0.0135	0.31	1084.1
FREQ	-0.001	0.24	202.2
FRMD3	0.0015	0.25	589.7
FRMD6	0.0044	0.05	1392.9
FRMD8	0.0013	0.08	1698.8
FRS2	0.01	0.22	214.3
FRYL	0.002	0.12	420.8
FSCN1	0.0007	0.07	3002.7
FSD1	-0.0011	0.33	534.5
FST	0.0098	0.05	483.4
FSTL1	-0.0011	0.22	2437.8
FSTL3	0.0007	0.07	845.5
FTHL16	-0.0027	0.11	7937.2
FTL	-0.0018	0.28	25596.3
FTO	0.0007	0.15	1989.9
FTSJ1	-0.0014	0.04	4316.2
FTSJ2	0.0038	0.03	2241
FTSJ3	-0.0023	0.1	3427.7
FUBP1	-0.0007	0.07	723.1
FUCA1	0	0.08	731.5
FUCA2	-0.0035	0.14	3728
FUNDC1	-0.0024	0.08	2872.4
FUNDC2	-0.002	0.05	5856.4
FUS	-0.0008	0.31	4106.6
FUSIP1	0.0001	0.02	3848.4
FUT10	0.0037	0.12	153.5
FUT11	0.0031	0.16	960
FUT8	-0.0014	0.31	193
FXC1	0.0038	0.04	1131.9
FXN	-0.001	0.06	586
FXR1	-0.0007	0.08	2627.8
FXR2	0.0031	0.02	729.1
FXYD3	-0.0059	0.15	114
FXYD5	-0.0018	0.16	3315.9
FYCO1	0.0016	0.22	417.9
FYN	0.0007	0.16	319.2
FYTTD1	-0.0028	0.04	2921.3
FZD2	0.0077	0.06	1758.2
FZD3	-0.0001	0.41	144.2
FZD7	0.0063	0.22	345.9
FZR1	0.0019	0.16	184.5
G2E3	0.0023	0.1	653.2
G3BP1	-0.0003	0.13	2574.9
G3BP2	-0.0012	0.07	2747.1
G6PC3	-0.0007	0.06	2288.2
G6PD	-0.0013	0.05	4369.6
GAA	-0.0007	0.47	208.2
GAB1	0.0084	0.16	187.2
GABARAP	-0.001	0.03	7135
GABARAPL2	0.0002	0.07	6172.7
GABARAPL3	-0.0018	0.1	2008.4
GABPA	-0.0022	0.32	336.8
GABPB1	0.0028	0.07	666.6
GAD1	-0.0002	0.15	207.3
GADD45A	0.0117	0.08	1861.2
GADD45GIP1	0.0009	0.16	3541.8
GAK	-0.0009	0.08	1203.9
GAL	-0.0011	0.1	6717.4
GALC	-0.0041	0.19	178.8
GALK2	-0.0007	0.28	266.9
GALM	-0.001	0.23	476.6
GALNT1	-0.0017	0.03	2196.5
GALNT10	-0.0001	0.12	273.1
GALNT11	-0.0019	0.13	662.8
GALNT2	-0.0017	0.03	3140.3
GALNT6	0.0007	0.48	267.2
GALNT7	-0.0023	0.16	2509.3
GALT	0.0015	0.33	168.8
GAMT	-0.0012	0.36	226.3
GANAB	-0.0013	0.09	6626.1
GAPDH	-0.0013	0.5	26588.2
GAPVD1	0.0006	0.04	1878
GAR1	-0.0039	0.15	4328.8
GARNL1	-0.0003	0.29	174.8
GARS	-0.0018	0.2	9988.5
GART	-0.0001	0.03	1106.3
GAS1	0.0215	0.32	955.9
GAS2L1	0.0006	0.03	567.3
GAS8	-0.0001	0.42	101.3
GATA2	0.0154	0.47	1160.2
GATA6	0.0115	0.12	277.5
GATAD1	-0.0012	0.12	224.9
GATAD2A	0.0002	0.05	1681.9
GATAD2B	0.0021	0.47	181.4
GBE1	-0.0006	0.14	5753
GBF1	0.0008	0.42	624.5
GBP3	-0.0002	0.11	781.3
GCAT	-0.0019	0.14	724.2
GCC1	0.0107	0.13	323.3
GCC2	0.0009	0.29	655
GCDH	0.0004	0.2	879.5
GCH1	0.0029	0.07	1195.4
GCHFR	0	0.25	1476.4
GCLC	0.003	0.14	920.8
GCLM	0.0002	0.28	4129.5
GCN1L1	-0.0028	0.03	1948.5
GCNT2	0.0198	0.39	1117.9
GCSH	-0.0036	0.01	6704.6
GDA	-0.0017	0.06	5018.8
GDAP1	-0.0016	0.04	312
GDAP2	0.0026	0.12	269.8
GDE1	-0.0009	0.04	3525.1
GDF11	0.0012	0.12	276.1
GDI1	0.0002	0.34	2254.4
GDI2	-0.0008	0.19	7598.5
GDPD3	-0.006	0.25	117.6
GDPD5	-0.0022	0.24	112.7
GEMIN4	0.0076	0.12	2066.7
GEMIN5	0.0018	0.04	2509.3
GEMIN6	0.0032	0.17	3139.1
GEMIN7	0.0058	0.18	1142.2
GEMIN8	0.0016	0.23	190.4
GFER	0.0015	0.18	318.5
GFM1	-0.0003	0.16	1417.9
GFM2	-0.0011	0.03	1580.2
GFOD1	0.0092	0.39	427.5
GFPT1	0.0017	0.04	1699.8
GGA1	-0.0013	0.18	647.5
GGA2	0.0011	0.05	630.3
GGA3	0.0078	0.17	359.2
GGCT	-0.0029	0.17	5593.5
GGCX	-0.0005	0.12	999.5
GGH	-0.0059	0.15	3875.7
GGNBP2	0.0073	0.09	897.5
GGPS1	0.0002	0.17	928.5
GHDC	-0.0009	0.23	247.8
GHITM	-0.0022	0.04	11702.4
GIGYF2	0.0045	0.4	204.9
GIN1	0.0061	0.42	706.4
GINS1	-0.0003	0.23	1660.7
GINS2	-0.0014	0.21	1232.2
GINS3	0.0021	0.04	796.7
GINS4	-0.0031	0.46	590.5
GIPC1	-0.0007	0.16	1069.2
GIT2	0.0015	0.19	436.6
GJB3	0.009	0.15	384.5
GJC1	0.0105	0.13	352.5
GK	0.0001	0.07	227.8
GKAP1	0.0004	0.12	509.8
GKN1	-0.0001	0.1	485.1
GLA	-0.0012	0.24	7597.6
GLB1	0.0007	0.03	2378.8
GLB1L	-0.0053	0.26	178.9
GLCE	0.0017	0.48	318.8
GLE1	-0.001	0.06	1355.8
GLG1	0.0007	0.09	1442.2
GLIPR1	-0.0022	0.08	827.7
GLIPR2	-0.0023	0.28	178.8
GLIS2	0.0041	0.09	981.8
GLMN	-0.0008	0.03	655.1
GLO1	-0.0008	0.15	12809.9
GLOD4	-0.0002	0.1	1840.6
GLRX2	-0.0011	0.1	5078.4
GLRX3	-0.0028	0.18	3408.6
GLRX5	-0.0001	0.21	5814.8
GLT25D1	-0.0029	0.14	1625.1
GLT8D1	-0.001	0.19	2905.5
GLT8D2	-0.0019	0.16	1238.1
GLT8D4	-0.003	0.17	161.3
GLTP	-0.0022	0.12	1750.6
GLUD1	-0.0027	0.09	1756.3
GLUD2	0.0006	0.09	702.6
GLUL	-0.0008	0.12	1528.5
GM2A	-0.0012	0.15	403
GMCL1	-0.0008	0.18	780.2
GMDS	-0.0014	0.09	357.2
GMEB1	0.005	0.11	451.7
GMEB2	0.007	0.2	662
GMFB	-0.0007	0.03	2648
GMIP	0.0005	0.18	202.7
GMNN	-0.0005	0.22	9015
GMPPA	0.0008	0.18	1410.3
GMPR2	0.0019	0.28	612.9
GMPS	-0.0012	0.08	1350.2
GNA11	0.0006	0.08	731.1
GNA12	0.0001	0.33	631.3
GNA13	0.0053	0.03	1603.8
GNAI2	-0.0007	0.33	1532.7
GNAI3	-0.0011	0.03	4436.4
GNAL	-0.0004	0.17	444
GNAQ	0.0005	0.16	410.2
GNAS	-0.0005	0.24	13122.3
GNB1	-0.0004	0.04	1712.3
GNB2	0.0015	0.16	2155.3
GNB2L1	-0.0008	0.31	14357.9
GNB4	-0.0032	0.37	304.1
GNB5	0.0002	0.11	643.8
GNE	0.004	0.28	589.1
GNG11	-0.0029	0.11	6405.7
GNG12	-0.0009	0.16	2888.6
GNL1	-0.002	0.09	209.4
GNL2	-0.0009	0.09	3068
GNL3	0.0023	0.24	8126
GNPAT	-0.0019	0.46	2871.7
GNPDA1	0.0008	0.17	2680.3
GNPDA2	0.0015	0.35	936.8
GNPNAT1	-0.0001	0.06	3163.9
GNPTG	-0.0015	0.08	444.8
GNS	-0.0027	0.08	1187.9
GOLGA1	-0.001	0.07	557.5
GOLGA2	0.0008	0.27	763.5
GOLGA3	0	0.16	475.2
GOLGA4	-0.0014	0.07	3319.5
GOLGA5	0.003	0.1	1125
GOLGA7	-0.0006	0.05	3456.2
GOLGA8A	-0.004	0.13	2562
GOLGA9P	-0.0038	0.4	332.5
GOLGB1	0.0004	0.07	1044.8
GOLM1	-0.0002	0.06	587.4
GOLPH3	0.0032	0.12	4030
GOLPH3L	0.004	0.38	640.4
GOLT1B	-0.0012	0.09	2986.7
GON4L	0.004	0.14	328
GOPC	0.0061	0.04	553.1
GORASP1	0.0028	0.31	963.9
GORASP2	0.0015	0.05	2492.2
GOSR1	0.0035	0.25	1126.2
GOSR2	-0.0001	0.03	405.4
GOT1	0.001	0.29	1125.2
GOT2	0.0006	0.08	7202.2
GPAA1	-0.0007	0.09	2331.4
GPAM	-0.0004	0.06	832.6
GPATCH1	0.0086	0.44	671.7
GPATCH2	0.0047	0.32	149
GPATCH3	0.0089	0.11	506.8
GPATCH4	0.0008	0.15	4305.1
GPATCH8	0.0036	0.13	411.9
GPBP1	0.0049	0.04	2276.2
GPBP1L1	0.002	0.03	862.8
GPC1	0.0007	0.18	343.7
GPC5	-0.002	0.24	217
GPD1L	0.0008	0.06	2191.4
GPD2	-0.0005	0.35	620.8
GPHN	0.0013	0.05	449.8
GPI	-0.0028	0.15	7056.1
GPKOW	0.0018	0.21	2574.9
GPN2	0.0037	0.07	1043.2
GPR1	-0.001	0.25	186.9
GPR107	-0.0004	0.08	672.9
GPR125	0.0015	0.03	357.4
GPR137	-0.0003	0.06	252.8
GPR157	0.0074	0.22	221
GPR160	-0.0016	0.13	310.7
GPR161	0.0002	0.29	235.7
GPR172A	0.0019	0.1	1854.4
GPR175	0.0045	0.23	1025.4
GPR176	0.0016	0.18	352.6
GPR177	-0.0014	0.05	793.4
GPR19	0.0025	0.3	140.5
GPR56	-0.0001	0.11	1772.3
GPRC5A	0	0.21	4913.2
GPS1	-0.0017	0.39	1771.7
GPS2	-0.0025	0.08	2639.4
GPSM1	-0.0012	0.17	404.1
GPSM2	0.0008	0.02	1224.8
GPT2	-0.0016	0.46	572.5
GPX1	-0.0022	0.11	11853.5
GPX4	-0.0014	0.11	7584.8
GPX8	-0.0022	0.06	1407.2
GRAMD3	0.0035	0.08	1571.2
GRB10	0.0016	0.04	661.4
GRB2	0.0003	0.08	1876.9
GRHL1	0.005	0.28	224.9
GRHPR	-0.0019	0.05	1893.7
GRINA	-0.0028	0.36	376.6
GRINL1A	0.0005	0.11	918.1
GRIPAP1	0.0003	0.23	304.6
GRK5	-0.0007	0.08	818.9
GRK6	0.0002	0.13	234.8
GRLF1	0.0033	0.28	756.2
GRN	-0.0019	0.08	2322.6
GRPEL1	0.0022	0.03	3961
GRPEL2	0.0107	0.25	765.5
GRSF1	-0.0006	0.01	3596.8
GRTP1	-0.0017	0.48	221.9
GRWD1	0.0029	0.16	797.1
GSDMD	0.0009	0.22	313.7
GSG2	0.0124	0.27	562.5
GSK3B	0.0053	0.06	885.3
GSN	-0.0002	0.12	181
GSPT1	-0.0006	0.02	2388.8
GSR	-0.0008	0.43	1033.2
GSS	-0.0014	0.08	3075.7
GSTA4	-0.0029	0.23	232
GSTCD	-0.0022	0.11	411.3
GSTK1	-0.0011	0.13	535.8
GSTM3	-0.0017	0.06	7095
GSTM4	-0.0001	0.18	455.7
GSTO1	-0.0015	0.06	8788.5
GSTP1	-0.0004	0.08	7461.3
GSTZ1	0.0007	0.25	392
GTF2A2	-0.0018	0.15	3094.6
GTF2B	0.007	0.18	2956.3
GTF2E1	0.0111	0.33	1521.4
GTF2E2	0.0023	0.01	1851.4
GTF2F1	0.0004	0.08	776.7
GTF2F2	-0.0027	0.21	743.5
GTF2H1	0.0012	0.07	2523.5
GTF2H2	0.0051	0.32	242
GTF2H5	-0.0049	0.33	3083.4
GTF2I	-0.002	0.11	2944.8
GTF2IRD1	0.0075	0.06	2116.8
GTF3A	-0.001	0.02	5288.6
GTF3C1	0.0002	0.14	848.7
GTF3C2	-0.0001	0.44	777.1
GTF3C3	0.0018	0.15	605.9
GTF3C4	0.0072	0.11	1178.5
GTF3C5	0.0007	0.09	1591.5
GTF3C6	-0.0035	0.04	6910
GTPBP1	0.0001	0.14	230.1
GTPBP10	0.0028	0.18	216
GTPBP2	0.0017	0.33	284.3
GTPBP3	-0.0018	0.07	721.8
GTPBP4	0.0006	0.31	2468.1
GTPBP5	0.0039	0.16	330.4
GTPBP6	0.0007	0.24	782.4
GTPBP8	-0.002	0.24	1944.3
GTSE1	0.0012	0.1	1094.6
GUF1	-0.0017	0.13	551.7
GUK1	-0.0011	0.03	4604.7
GULP1	-0.0025	0.17	570.3
GUSB	-0.0018	0.2	2461.6
GUSBL2	0.0008	0.12	342.5
GYG1	-0.0009	0.05	3626.4
GYG2	-0.0037	0.22	146.9
GYS1	-0.0022	0.4	687.1
GZF1	0.0103	0.11	379.7
H1F0	0.001	0.24	351.3
H2AFJ	-0.0007	0.14	2856.2
H2AFV	-0.0023	0.05	4014.4
H2AFX	0.0042	0.14	1657.7
H2AFY	-0.0014	0.06	3920.6
H2AFZ	-0.0012	0.12	23091.2
H3F3A	-0.0019	0.31	22884.8
H3F3B	0.0004	0.18	7812
HABP4	0.0013	0.3	188.2
HACL1	0.0011	0.09	1192.5
HADH	-0.0027	0.11	2344.3
HADHA	-0.0021	0.12	3971.1
HADHB	-0.0032	0.1	5836.2
HAGH	0.0019	0.23	1043.8
HARS	-0.001	0.14	4015.3
HARS2	0.0006	0.12	1822.4
HAT1	-0.0006	0.09	8510.6
HAUS1	-0.0001	0.06	4350.9
HAUS2	-0.0014	0.21	1039.9
HAUS3	0.0109	0.15	810.7
HAUS4	0.0009	0.1	1570.4
HAUS5	-0.0012	0.03	427.6
HAUS6	0.0002	0.22	732.3
HAUS8	0.0075	0.07	818
HAX1	-0.0003	0.08	5980.2
HBP1	0.0027	0.17	469.4
HBS1L	-0.0044	0.03	720.2
HBXIP	-0.0003	0.04	8726.5
HCCS	0.0002	0.11	3854.9
HCFC1R1	0.0006	0.3	1331.1
HCFC2	0.0064	0.32	217.2
HCG11	0.0059	0.47	168.4
HCG18	0.0004	0.1	243.8
HDAC1	-0.0025	0.07	7095.3
HDAC2	-0.0011	0.02	2112.9
HDAC3	-0.0002	0.07	912.8
HDAC5	-0.0028	0.31	146.4
HDAC6	-0.0019	0.13	277.7
HDAC8	-0.0018	0.06	672.3
HDDC2	0	0.16	1651.4
HDDC3	0.001	0.13	296.7
HDGF	-0.0013	0.08	7762.7
HDHD1A	0.0047	0.45	738.8
HDHD2	-0.0006	0.32	709.5
HDLBP	-0.0019	0.12	481.8
HEATR1	-0.0004	0.02	1640.2
HEATR2	-0.0008	0.05	1217.1
HEATR3	-0.0001	0.1	644.7
HEATR5B	0.0048	0.1	319.2
HEATR7A	-0.0025	0.06	207.5
HEBP1	-0.0001	0.12	4156.3
HEBP2	-0.002	0.06	1662.7
HECA	0.007	0.19	644.9
HECTD1	0.0022	0.13	599.9
HECTD3	0.0015	0.21	591.9
HEG1	0.0023	0.24	1627.4
HELLS	-0.0032	0.25	782.2
HELQ	0.0102	0.19	219.7
HELZ	0.0006	0.45	656.2
HEMK1	-0.0009	0.02	406.6
HERC1	-0.0005	0.19	163.5
HERC2	0.0024	0.17	285.2
HERC2P2	-0.0009	0.12	1192
HERC4	-0.0017	0.04	846.5
HERC5	-0.0005	0.01	3327.1
HERC6	-0.0002	0.14	436
HERPUD2	-0.0001	0.09	374.1
HES1	0.0117	0.27	204.7
HES4	-0.0021	0.34	424.5
HEXA	-0.0005	0.04	1581.2
HEXB	-0.0014	0.05	6561.2
HEXIM1	0.0053	0.15	2221.6
HEY1	0.0081	0.41	1147.2
HFE	-0.0017	0.3	145.9
HGS	-0.0011	0.2	1614.6
HGSNAT	-0.0018	0.28	153.4
HHEX	0.0088	0.14	516.7
HHLA3	-0.0019	0.26	215.3
HIAT1	0.0042	0.1	2320.7
HIATL1	-0.0017	0.22	2357.8
HIBADH	-0.0021	0.05	856.9
HIBCH	-0.0037	0.16	440.4
HIF1A	-0.001	0.02	16245.1
HIF1AN	0.0011	0.09	465.9
HIGD1A	-0.002	0.04	8764.6
